,LotFrontage,LotArea,MasVnrArea,HeatingQC,LowQualFinSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Functional,GarageCars,SalePrice,MSZoning_Residential,LotShape_Reg,LandContour_NotLvl,LotConfig_CulDSac,LotConfig_Inside,LotConfig_Other,LandSlope_Mod,LandSlope_Sev,Condition1_Norm,Condition1_Pos,Condition1_RR,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,OverallQualCond,Age,Rem_Age,RoofStyle_Hip,RoofStyle_Other,RoofMatl_NotShingle,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_MetalSd,Exterior1st_Other,Exterior1st_VinylSd,Exterior1st_Wood,Exterior2nd_BrkFace,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_VinylSd,Exterior2nd_Wd Shng,Exterior2nd_Wood,MasVnrType_NA,MasVnrType_None,MasVnrType_Stone,ExterQualCond,Foundation_CBlock,Foundation_Other,Foundation_PConc,Bsmt_Score,Heating_NotGasA,CentralAir_Bin,Electrical_SBrkr,TotalSF,KitchenScore,Fireplace_Score,GarageType_Detchd,GarageType_NA,GarageType_Other,Gar_Age,GarageFinish_NA,GarageFinish_RFn,GarageFinish_Unf,GarageScore,PavedDrive_Y,Porch_Deck_SF,PoolScore,Shed,MoSold_2,MoSold_3,MoSold_4,MoSold_5,MoSold_6,MoSold_7,MoSold_8,MoSold_9,MoSold_10,MoSold_11,MoSold_12,YrSold_2007,YrSold_2008,YrSold_2009,YrSold_2010,SaleType_Con,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_Normal,SaleCondition_Other,SaleCondition_Partial,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker
0,-0.133231017872511,-0.20714170777431132,0.5141038909843643,5,-0.12024172373467248,0.3703334392167798,1.8975506712570565,0.9865243407137403,0.1637791168735145,0.9122097711603002,4,0.31172464418307205,0.34727321973650555,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,35,5,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,12,0,0,1,5.823456778879536,0,1,1,-0.09088474669753244,-0.8458143248081957,-0.0,0,0,0,5.0,0,1,0,3.1590028877987426,1,-1.2815452177778306,-0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.11344180762410998,-0.09188637231949037,-0.5707501337786359,5,-0.12024172373467248,-0.48251191458524123,-0.030223843347796153,3.187188676332683,0.1637791168735145,-0.31868326571034533,4,0.31172464418307205,0.007288320622424051,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,48,31,31,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,9,1,0,0,13.292314910194055,0,1,1,-0.07155788137944391,-0.6343607436061468,1.8014848017379053,0,0,0,31.0,0,1,0,-0.5465791135377297,1,0.1758390007634027,-0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0.4200607412184465,0.07347997855047012,0.32591492750506834,5,-0.12024172373467248,0.5150125617367655,1.8975506712570565,0.9865243407137403,0.1637791168735145,-0.31868326571034533,4,0.31172464418307205,0.5361537192443286,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,35,7,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,12,0,0,1,-0.14070930692677777,0,1,1,0.24815583613441128,-0.8458143248081957,1.8014848017379053,0,0,0,7.0,0,1,0,5.685536070528155,1,-1.5684098376512314,-0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0.10334662405391122,-0.09689747386100432,-0.5707501337786359,4,-0.12024172373467248,0.3836591478699364,0.08176931333291337,-1.0026817077979513,0.1637791168735145,0.29676325272497744,4,1.6503069397927341,-0.5152810613492198,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,35,91,36,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,9,0,0,0,-7.507854156051494,0,1,1,-0.2717815282346553,-0.8458143248081957,2.4019797356505403,1,0,0,8.0,0,0,1,7.117238207408156,1,2.777751836855355,-0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0.8784091976379762,0.37514829134961014,1.366489196155293,5,-0.12024172373467248,1.299325699608267,1.8975506712570565,0.9865243407137403,1.3900227611572622,1.527656289595623,4,1.6503069397927341,0.8698426017081494,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,40,8,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,12,0,0,1,4.494531439723909,0,1,1,1.7719457456418157,-0.8458143248081957,1.8014848017379053,0,0,0,8.0,0,1,0,15.286362164899923,1,0.5980849768191283,-0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5,0.858650972943622,0.3606160968792197,-0.5707501337786359,5,-0.12024172373467248,-0.2921446481115758,0.08176931333291337,0.9865243407137403,-2.288708171693981,-0.934129784145668,4,0.31172464418307205,-0.47750496144765514,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,25,16,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,9,0,1,0,6.518046580237063,0,1,1,-1.0429318387410804,-0.6343607436061468,-0.0,0,0,0,16.0,0,0,1,0.29559861403874127,1,9.48844244164731,-0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0.20853108780272625,-0.04337890939763529,0.4587541958433949,5,-0.12024172373467248,0.33987467658099335,1.8975506712570565,-1.0026817077979513,0.1637791168735145,0.29676325272497744,4,0.31172464418307205,1.587588499837877,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,40,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,12,0,0,1,29.99693310583636,0,1,1,2.013105828284604,-0.8458143248081957,2.4019797356505403,0,0,0,3.0,0,1,0,6.864584889135214,1,0.6932451520692082,-0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7,0.26483336971808585,-0.013512744210212127,0.7576425496046296,5,-0.12024172373467248,1.0937290518167084,1.8975506712570565,0.9865243407137403,0.1637791168735145,0.29676325272497744,4,0.31172464418307205,0.2402409366820725,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,42,36,36,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,9,1,0,0,10.898456722480983,0,1,1,1.4265569025409879,-0.6343607436061468,6.456649068175679,0,0,0,36.0,0,1,0,0.46403415955403543,1,6.484745885587915,-0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,-0.7568972413148813,-0.44065903960886155,-0.5707501337786359,4,-0.12024172373467248,0.49216848975992566,-0.030223843347796153,-1.0026817077979513,-1.0624645274102333,0.9122097711603002,3,0.31172464418307205,-0.6424605976844873,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35,77,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,9,0,0,0,-10.003132181663554,0,1,0,0.32381924220334335,12.985737574996442,6.456649068175679,1,0,0,77.0,0,0,1,-0.13980534833809422,1,1.871021796040745,-0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9,-0.3845256525798935,-0.31037039952949874,-0.5707501337786359,5,-0.12024172373467248,-0.8346913575615222,0.08176931333291337,-1.0026817077979513,-1.0624645274102333,-0.934129784145668,4,-1.02685765142659,-0.7923057939606936,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,30,69,58,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,9,0,0,0,7.341805317176642,0,1,1,-1.1682061870523484,12.985737574996442,6.456649068175679,0,0,0,69.0,0,1,0,-15.045793520183647,1,-2.142139077398033,-0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0.411449487511918,0.06846887700895615,-0.5707501337786359,5,-0.12024172373467248,-0.9051272461567784,0.08176931333291337,-1.0026817077979513,0.1637791168735145,-0.934129784145668,4,-1.02685765142659,-0.6474974110046959,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,25,43,43,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,9,1,0,0,8.469630918580862,0,1,1,-1.152217617758122,-0.6343607436061468,-0.0,1,0,0,43.0,0,0,1,-3.746854478328319,1,-2.202531628950328,-0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11,0.5325454278208898,0.1410296273300782,1.0122511472530888,5,-0.12024172373467248,1.5391884553650854,3.7133320291812,-1.0026817077979513,1.3900227611572622,2.7585493264662686,4,1.6503069397927341,2.0660857652576956,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,45,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,15,0,0,1,17.27327217765232,0,1,1,2.140045386462364,-1.0572679060102446,8.608865424234239,0,0,0,1.0,0,0,0,11.07547352701757,1,-0.7122476374352815,-0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
